Hospital Name,Details Link,Address,City/Area,Description,Contact Info,Photos,Telephone,Email,Street Address
Sharif Center,https://healtheg.com/ar/Item/1843/مركز-الشريف,"Mawlid Al Nabi, Zagazig, Eastern",Eastern-Zagazig,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0552384412,,"Mawlid Al Nabi, Zagazig, Eastern"
Al -Shifa Center,https://healtheg.com/ar/Item/1749/مركز-الشفا,"16 Madkour St., Al -Haram, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01007110144,,"16 Madkour St., Al -Haram, Giza"
Al -Shifa Medical Center,https://healtheg.com/ar/Item/2349/مركز-الشفاء-الطبى,"2 Ezz Al -Din Omar, Al -Haram, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233851401 - 01001666836,,"2 Ezz Al -Din Omar, Al -Haram, Giza"
Al -Shifa Center for Physiotherapy,https://healtheg.com/ar/Item/1973/مركز-الشفاء-للعلاج-الطبيعى,"Al -Hasbah Bank, Toukh, Qaliubiya",Qalubia-Taoukh,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0132480354 - 01276816292,,"Al -Hasbah Bank, Toukh, Qaliubiya"
Al -Shennawi Physiotherapy Center,https://healtheg.com/ar/Item/2118/مركز-الشناوى-للعلاج-الطبيعى,"Tower of Sincerity - Kafr Tahharmin Road, Faisal, Giza",Giza-Faisal,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0239765628 - 01009545478,,"Tower of Sincerity - Kafr Tahharmin Road, Faisal, Giza"
Al -Shuhawi Medical Center,https://healtheg.com/ar/Item/2337/مركز-الشهاوى-الطبى,"Abdul Basit Al -Bazidi St., Al -Munib, Giza",Giza-Munib,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01009712330,,"Abdul Basit Al -Bazidi St., Al -Munib, Giza"
Martyr Medical Center,https://healtheg.com/ar/Item/2003/مركز-الشهيد-الطبى,Al -Shahid St.,Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233882646,,Al -Shahid St.
Sheikh Center,https://healtheg.com/ar/Item/2269/مركز-الشيخ,"Wadi Al Nile, Mohandessin, Giza",Giza-Engineers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01001546424,,"Wadi Al Nile, Mohandessin, Giza"
Sheikh Mubarak Medical Center,https://healtheg.com/ar/Item/632/مركز-الشيخ-مبارك-الطبى,"Souk St., Ancient Egypt, Cairo",Translation Failed,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01147221128,,"Souk St., Ancient Egypt, Cairo"
Al -Safwa Center,https://healtheg.com/ar/Item/2025/مركز-الصفوة,"El Gomhoria, Mansoura, Dakahlia",Dakahlia-Mansoura,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0502379021 - 01095450259,,"El Gomhoria, Mansoura, Dakahlia"
Alwaat Specialized Eye and Laser Center,https://healtheg.com/ar/Item/1246/مركز-الصفوة-التخصصى-للعيون-والليزر,"26 Fawzi Moaz St., Smouha, Alexandria",Alexandria-Smouha,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,034257420 - 034257445 - 01226501105 - 01226500988,,"26 Fawzi Moaz St., Smouha, Alexandria"
Al -Safwa Medical Center,https://healtheg.com/ar/Item/1868/مركز-الصفوة-الطبى,"5 Towers Al -Safwa - Al -Jaish St., Suez District, Suez",Suez-Suez Suez,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0623322907 - 0623320915,,"5 Towers Al -Safwa - Al -Jaish St., Suez District, Suez"
Al -Safwa Center for Dental,https://healtheg.com/ar/Item/2004/مركز-الصفوة-للاسنان,"Al -Sisi Canal, Al -Haram, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0237402148,,"Al -Sisi Canal, Al -Haram, Giza"
Family Medical Center,https://healtheg.com/ar/Item/2328/مركز-العائلة-الطبى,"6 Khaled Youssef St., Shubra Al -Khaimah, Qaliubiya",Qaliubiya-Shubra Al-Khaimah,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01277806650,,"6 Khaled Youssef St., Shubra Al -Khaimah, Qaliubiya"
Capital Medical Center,https://healtheg.com/ar/Item/2058/مركز-العاصمة-الطبى,"20 Syria St., above the National Bank of Egypt, Mohandessin, Giza",Giza-Engineers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0237617323 - 0237617322,,"20 Syria St., above the National Bank of Egypt, Mohandessin, Giza"
Al -Ajaiba Center,https://healtheg.com/ar/Item/1707/مركز-العجائبية,"29 Jameel St. - Role 2, next to Cairo Bank, Banha, Qaliubiya",Qaliubiya-Benha,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0133261415 - 01005130052,,"29 Jameel St. - Role 2, next to Cairo Bank, Banha, Qaliubiya"
The Virgin Mary Medical Center,https://healtheg.com/ar/Item/695/مركز-العذراء-مريم-الطبى,"87 A. Msara, Shubra, Cairo",Cairo-Shubra Egypt,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0224317733,,"87 A. Msara, Shubra, Cairo"
Al Arabi Center,https://healtheg.com/ar/Item/1753/مركز-العربى,"Al -Nile St. Al -Saeed, next to the National Bank of Egypt, Al -Badrashin, Giza",Giza-Badrashin,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01114994814 - 01276736226,,"Al -Nile St. Al -Saeed, next to the National Bank of Egypt, Al -Badrashin, Giza"
Al Arabi Laser Center,https://healtheg.com/ar/Item/1733/مركز-العربى-للليزر,"300 Montaser buildings - Al Haram St. - 3 apartment 201, Al Haram, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0235827707 - 01061767516,,"300 Montaser buildings - Al Haram St. - 3 apartment 201, Al Haram, Giza"
Al -Azab Center for Physiotherapy,https://healtheg.com/ar/Item/1815/مركز-العزب-للعلاج-الطبيعى,7 Khan Yunis St.,Giza-Engineers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01002403314,,7 Khan Yunis St.
The twentieth Eye Center,https://healtheg.com/ar/Item/2136/مركز-العشرين-للعيون,"The twentieth st., Faisal, Giza",Giza-Faisal,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01091999090,,"The twentieth st., Faisal, Giza"
Al -Afifi Medical Center,https://healtheg.com/ar/Item/2335/مركز-العفيفى-الطبى,"Farouk Ayyad St., Shubra Al -Khaimah, Qaliubiya",Qaliubiya-Shubra Al-Khaimah,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0248242075,,"Farouk Ayyad St., Shubra Al -Khaimah, Qaliubiya"
Physiotherapy Center,https://healtheg.com/ar/Item/1977/مركز-العلاج-الطبيعى,"Al Busta St., Downtown, Fayoum",Fayoum-Central Country,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01222669994 - 01065855445,,"Al Busta St., Downtown, Fayoum"
International Eye Center - IC,https://healtheg.com/ar/Item/1814/مركز-العيون-الدولى---اى-اى-سى,"The fifth stage, in front of the ready housing, Sheikh Zayed, Ismailia",Ismailia-Sheikh Zayed,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0643207373,,"The fifth stage, in front of the ready housing, Sheikh Zayed, Ismailia"
Al -Ghad Center for Physiotherapy,https://healtheg.com/ar/Item/2121/مركز-الغد-للعلاج-الطبيعى,"Al -Barbari St., Kafr El -Zayat, Western",Western-disbelief Al-Zayat,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01007564916,,"Al -Barbari St., Kafr El -Zayat, Western"
Al -Gharabawi Center for Physiotherapy,https://healtheg.com/ar/Item/1899/مركز-الغرباوى-للعلاج-الطبيعى,"525 Faisal St., Faisal, Giza",Giza-Faisal,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233865865,,"525 Faisal St., Faisal, Giza"
Al Gharib Center,https://healtheg.com/ar/Item/2267/مركز-الغريب,"Strine St., Mohandessin, Giza",Giza-Engineers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01015575688,,"Strine St., Mohandessin, Giza"
Al -Ghazali Surgery Center,https://healtheg.com/ar/Item/1888/مركز-الغزالى-للجراحة,"The extension of Jihan, the highest pharmacy of the Tarshou, Mansoura, Dakahlia",Dakahlia-Mansoura,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0502254884 - 01227380265,,"The extension of Jihan, the highest pharmacy of the Tarshou, Mansoura, Dakahlia"
Al -Fouad Center,https://healtheg.com/ar/Item/1708/مركز-الفؤاد,"Salah Salem St., behind the spinning factory, Damietta, Damietta",Damietta-Damietta,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01006841458 - 01221724173 - 0572325330,,"Salah Salem St., behind the spinning factory, Damietta, Damietta"
Fajr Center,https://healtheg.com/ar/Item/1754/مركز-الفجر,"1 Souk St. branch from the Army St., Al -Saf, Giza",Giza-class,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0238623402,,"1 Souk St. branch from the Army St., Al -Saf, Giza"
Dawn Dental Center,https://healtheg.com/ar/Item/1948/مركز-الفجر-للاسنان,"1 Aref Al -Samaiti, Al -Haram, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01115412856,,"1 Aref Al -Samaiti, Al -Haram, Giza"
Al -Fajr Center for Physiotherapy,https://healtheg.com/ar/Item/1962/مركز-الفجر-للعلاج-الطبيعى,"Gamal Abdel Nasser St., Kafr Shukr, Qaliubiya",Qaliubiya-Kafr thanks,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01225132272,,"Gamal Abdel Nasser St., Kafr Shukr, Qaliubiya"
Frados Medical Center,https://healtheg.com/ar/Item/1984/مركز-الفردوس-الطبى,"14 Al -Azhar St., Al -Haram, Giza",Giza-the pyramid,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01228609360,,"14 Al -Azhar St., Al -Haram, Giza"
Al -Firdaws Medical Center for Epothiac,https://healtheg.com/ar/Item/1933/مركز-الفردوس-الطبى-للغسيل-الكلوى,"60 Sudan St., the highest monotheism and light, engineers, Giza",Giza-Engineers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233371115,,"60 Sudan St., the highest monotheism and light, engineers, Giza"
Al -Furqan Center,https://healtheg.com/ar/Item/2134/مركز-الفرقان,"70 St. Twentieth, Faisal, Giza",Giza-Faisal,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01285040300,,"70 St. Twentieth, Faisal, Giza"
Al -Fiqi Center,https://healtheg.com/ar/Item/2301/مركز-الفقى,"1 N Nashat, Faisal, Giza",Giza-Faisal,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01222724701,,"1 N Nashat, Faisal, Giza"
Turquoise Center,https://healtheg.com/ar/Item/2014/مركز-الفيروز,"3 Al -Tobji St., between Sarayat, Giza",Giza-Between Al Sarayat,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01001501191 - 01006109594,,"3 Al -Tobji St., between Sarayat, Giza"
Cairo Fertility Center,https://healtheg.com/ar/Item/2033/مركز-القاهرة-للخصوبة,"20 Al -Faluja St., in front of national schools in Agouza, Agouza, Giza",Giza-Agouza,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,02 33026491,,"20 Al -Faluja St., in front of national schools in Agouza, Agouza, Giza"
Cairo Physiotherapy Center,https://healtheg.com/ar/Item/2138/مركز-القاهرة-للعلاج-الطبيعى,"23 Queen St., Faisal, Giza",Giza-Faisal,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01112829870,,"23 Queen St., Faisal, Giza"
Cairo Heart and Chest Center,https://healtheg.com/ar/Item/1126/مركز-القاهرة-للقلب-والصدر,"17 Al -Ahram St., Top Metro Market, Heliopolis, Cairo",Cairo-Heliopolis,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0224145145 - 0224145146,,"17 Al -Ahram St., Top Metro Market, Heliopolis, Cairo"
Cairo Liver Center,https://healtheg.com/ar/Item/1737/مركز-القاهرة-للكبد,"5 Jerjawi St., branched from the Survey St., next to the Giza Security Directorate, Dokki, Giza",Giza-Al-Diqi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,02 37603002,,"5 Jerjawi St., branched from the Survey St., next to the Giza Security Directorate, Dokki, Giza"
Cairo Laser Center,https://healtheg.com/ar/Item/1777/مركز-القاهرة-للليزر,"45 Al -Batal Ahmed Abdel Aziz St. - Floor 8, the highest library of Madbouly, Mohandessin, Giza",Giza-Engineers,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0233056777 - 01229622692,,"45 Al -Batal Ahmed Abdel Aziz St. - Floor 8, the highest library of Madbouly, Mohandessin, Giza"
Jerusalem Center,https://healtheg.com/ar/Item/2163/مركز-القدس,"El Bilouk Mosque, Aga, Dakahlia",Dakahlia-Jaja,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0506443240,,"El Bilouk Mosque, Aga, Dakahlia"
Jerusalem Center for Physiotherapy,https://healtheg.com/ar/Item/1832/مركز-القدس-للعلاج-الطبيعى,"El Gomhoria St., Qalj, Qaliubiya",Qaliubiya-Call,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01008057845,,"El Gomhoria St., Qalj, Qaliubiya"
St. Luke Medical Center,https://healtheg.com/ar/Item/667/مركز-القديس-لوقا-الطبى,"24 Air Dome St., Shubra, Cairo",Cairo-Shubra Egypt,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0222319533,,"24 Air Dome St., Shubra, Cairo"
Al Qassas Center,https://healtheg.com/ar/Item/1932/مركز-القصاص,"Egypt's Assiut Road - Manial Shiha, Giza, Giza",Giza-Giza,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01222233510,,"Egypt's Assiut Road - Manial Shiha, Giza, Giza"
Heart center,https://healtheg.com/ar/Item/1943/مركز-القلب,"Al -Jaish St. - Qalioub Al -Mahata, Qalioub, Qaliubiya",Qaliubiya-Qalioub,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0242146989,,"Al -Jaish St. - Qalioub Al -Mahata, Qalioub, Qaliubiya"
National Dental Center,https://healtheg.com/ar/Item/2274/مركز-القومية-للاسنان,"97 Arab National St., Al -Warraq, Giza",Giza-Al-Warraq,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01224578177,,"97 Arab National St., Al -Warraq, Giza"
Karma Medical Center,https://healtheg.com/ar/Item/2289/مركز-الكرمة-الطبى,"2 Mohamed Refaat St., Faisal, Giza",Giza-Faisal,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0235696030,,"2 Mohamed Refaat St., Faisal, Giza"
Medical laser center,https://healtheg.com/ar/Item/2093/مركز-الليزر-الطبى,"Cairo University, inside Cairo University, Giza, Giza",Giza-Giza,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0235675254,,"Cairo University, inside Cairo University, Giza, Giza"
Diamond Center,https://healtheg.com/ar/Item/2344/مركز-الماسة,"Sobhi Awais, Shubra Al -Khaimah, Qaliubiya",Qaliubiya-Shubra Al-Khaimah,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01014546637 - 01155060550,,"Sobhi Awais, Shubra Al -Khaimah, Qaliubiya"
Diamond Dental Center,https://healtheg.com/ar/Item/2277/مركز-الماسة-للاسنان,"Mansheya St., Faisal, Giza",Giza-Faisal,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0237231623 - 0237231621 - 01229579101,,"Mansheya St., Faisal, Giza"
Al -Mabra Center,https://healtheg.com/ar/Item/2150/مركز-المبرة,"Behind Al -Nasr Club, Fuh, Kafr El -Sheikh",Kafr El-Sheikh-Fuh,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0472976007,,"Behind Al -Nasr Club, Fuh, Kafr El -Sheikh"
Al -Majd Center for Physiotherapy,https://healtheg.com/ar/Item/1237/مركز-المجد-للعلاج-الطبيعى,"137 Ahmed Shawky St. - floor 1, the highest Brands clothing store, Rushdie, Alexandria",Alexandria-Rashidi,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,035432585 - 01001767177,,"137 Ahmed Shawky St. - floor 1, the highest Brands clothing store, Rushdie, Alexandria"
MRI center,https://healtheg.com/ar/Item/1122/مركز-المخ-والاعصاب-والرنين-المغناطيسى,"3 Abdel Latif Hamza St., in front of Al -Ahly Club, Nasr City, Cairo",Cairo-Nasr Country,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0223547159 - 0223546974,,"3 Abdel Latif Hamza St., in front of Al -Ahly Club, Nasr City, Cairo"
Medical City Center,https://healtheg.com/ar/Item/1885/مركز-المدينة-الطبى,"Km 18 - Alexandria Matrouh Desert Road, in front of the Al -Qura Mosque, Al -Ajmi, Alexandria",Alexandria-Al-Ajami,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,033015460,,"Km 18 - Alexandria Matrouh Desert Road, in front of the Al -Qura Mosque, Al -Ajmi, Alexandria"
Future Center,https://healtheg.com/ar/Item/2026/مركز-المستقبل,"Selkhana St. - Role 2, in front of the position of Atsa, Atsa, Fayoum",Fayoum-Tasa,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01005664027 - 01007494941,,"Selkhana St. - Role 2, in front of the position of Atsa, Atsa, Fayoum"
Future Fertility Center,https://healtheg.com/ar/Item/1211/مركز-المستقبل-للخصوبة,"3 b Mustafa Fahmy St., Glim, Alexandria",Alexandria-Grim,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,035822034 - 01274790316 - 035822048,,"3 b Mustafa Fahmy St., Glim, Alexandria"
Future Center for Psychiatry and Addiction Treatment,https://healtheg.com/ar/Item/53810/مركز-المستقبل-للطب-النفسي-وعلاج-الإدمان,"60 Street, Muharram Bey Street, in front of the first round account hospital - Muharram Bey, Alexandria",Alexandria-Muharram Bey,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0122 041 1124,,"60 Street, Muharram Bey Street, in front of the first round account hospital - Muharram Bey, Alexandria"
Mustafa Center,https://healtheg.com/ar/Item/2352/مركز-المصطفى,"May 15, Shubra Al -Khaimah, Qaliubiya",Qaliubiya-Shubra Al-Khaimah,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,01001887993,,"May 15, Shubra Al -Khaimah, Qaliubiya"
Al -Mustafa Center for Physiotherapy,https://healtheg.com/ar/Item/1869/مركز-المصطفى-للعلاج-الطبيعى,"Al -Qanater Al -Khairiya Road, Al -Qanater Charity, Qaliubiya",Qaliubiya-Al-Qanatir al-Khairiya,N/a,N/A,https://healtheg.com//content/images/healtheg_300.png,0242146265 - 01061430288,,"Al -Qanater Al -Khairiya Road, Al -Qanater Charity, Qaliubiya"
